http://data.linkedmdb.org/resource/performance/2233	http://data.linkedmdb.org/resource/movie/performance_actor	PrakashRaj
http://data.linkedmdb.org/resource/performance/4344	http://data.linkedmdb.org/resource/movie/performance_character	
http://data.linkedmdb.org/resource/performance/183968	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://data.linkedmdb.org/resource/movie/performance
http://data.linkedmdb.org/resource/film/7007	http://xmlns.com/foaf/0.1/page	http://www.freebase.com/view/guid/9202a8c04000641f8000000000bf76a5
http://data.linkedmdb.org/resource/performance/79968	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://data.linkedmdb.org/resource/movie/performance
http://data.linkedmdb.org/resource/performance/144420	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://data.linkedmdb.org/resource/movie/performance
http://data.linkedmdb.org/resource/director/82	http://xmlns.com/foaf/0.1/made	http://data.linkedmdb.org/resource/film/38818
http://data.linkedmdb.org/resource/film/4501	http://purl.org/dc/terms/title	Super-WarriorDefeat!!I'mtheOnewho'llWin
http://data.linkedmdb.org/resource/actor/31866	http://data.linkedmdb.org/resource/movie/performance	http://data.linkedmdb.org/resource/performance/131633
http://data.linkedmdb.org/resource/actor/42558	http://data.linkedmdb.org/resource/movie/performance	http://data.linkedmdb.org/resource/performance/49896
http://data.linkedmdb.org/resource/film/7007	http://xmlns.com/foaf/0.1/page	http://www.rottentomatoes.com/alias?type=imdbid&s=0014611
http://data.linkedmdb.org/resource/performance/65262	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://data.linkedmdb.org/resource/movie/performance
http://data.linkedmdb.org/resource/film/2572	http://data.linkedmdb.org/resource/movie/actor	http://data.linkedmdb.org/resource/actor/39434
http://data.linkedmdb.org/resource/director/9207	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://data.linkedmdb.org/resource/movie/director
http://data.linkedmdb.org/resource/actor/60321	http://data.linkedmdb.org/resource/movie/performance	http://data.linkedmdb.org/resource/performance/144128
http://data.linkedmdb.org/resource/interlink/58168	http://data.linkedmdb.org/resource/oddlinker/link_source	http://data.linkedmdb.org/resource/film/19611
http://data.linkedmdb.org/resource/performance/152327	http://data.linkedmdb.org/resource/movie/performance_note	
